ItemNo,Description,ProductCode,ColourCode,ColourDesc,SizeCode,SizeDesc,Weight,Category,Stock,StockLevel,StockDueDate,EAN,Stock in 7 Days,Stock in 30 Days
903NY50L,"UC903L - Navy - 50"" - Action Trouser - Long",UC903,NY,Navy,50,50,0,WORKWEAR,766,766,,5055682032592,,
903NY50R,"UC903R - Navy - 50"" - Action Trouser - Reg",UC903,NY,Navy,50,50,0,WORKWEAR,741,741,,5055682032851,,
903NY52L,"UC903L - Navy - 52"" - Action Trouser - Long",UC903,NY,Navy,52,52,0,WORKWEAR,668,668,,5055682032608,,
903NY52R,"UC903R - Navy - 52"" - Action Trouser - Reg",UC903,NY,Navy,52,52,0,WORKWEAR,737,737,,5055682032868,,
904BK28L,"UC904L - Black - 28"" - Cargo Trouser - Long with Knee Pads",UC904,BK,Black,28,28,0,WORKWEAR,660,660,,5055682032875,,
904BK28R,"UC904R - Black - 28"" - Cargo Regular with Knee Pads",UC904,BK,Black,28,28,0,WORKWEAR,126,126,,5055682033131,,
904BK30L,"UC904L - Black - 30"" - Cargo Trouser - Long with Knee Pads",UC904,BK,Black,30,30,0,WORKWEAR,304,304,,5055682032882,,
904BK30R,"UC904R - Black - 30"" - Cargo Regular with Knee Pads",UC904,BK,Black,30,30,0,WORKWEAR,590,590,,5055682033148,,
904BK32L,"UC904L - Black - 32"" - Cargo Trouser - Long with Knee Pads",UC904,BK,Black,32,32,0,WORKWEAR,526,526,,5055682032899,,
904BK32R,"UC904R - Black - 32"" - Cargo Regular with Knee Pads",UC904,BK,Black,32,32,0,WORKWEAR,149,149,,5055682033155,0,770
904BK34L,"UC904L - Black - 34"" - Cargo Trouser - Long with Knee Pads",UC904,BK,Black,34,34,0,WORKWEAR,362,362,,5055682032905,0,50
904BK34R,"UC904R - Black - 34"" - Cargo Regular with Knee Pads",UC904,BK,Black,34,34,0,WORKWEAR,892,892,,5055682033162,0,50
904BK36L,"UC904L - Black - 36"" - Cargo Trouser - Long with Knee Pads",UC904,BK,Black,36,36,0,WORKWEAR,217,217,,5055682032912,0,200
904BK36R,"UC904R - Black - 36"" - Cargo Regular with Knee Pads",UC904,BK,Black,36,36,0,WORKWEAR,886,886,,5055682033179,,
904BK38L,"UC904L - Black - 38"" - Cargo Trouser - Long with Knee Pads",UC904,BK,Black,38,38,0,WORKWEAR,269,269,,5055682032929,,
904BK38R,"UC904R - Black - 38"" - Cargo Regular with Knee Pads",UC904,BK,Black,38,38,0,WORKWEAR,729,729,,5055682033186,,
904BK40L,"UC904L - Black - 40"" - Cargo Trouser - Long with Knee Pads",UC904,BK,Black,40,40,0,WORKWEAR,190,190,,5055682032936,,
904BK40R,"UC904R - Black - 40"" - Cargo Regular with Knee Pads",UC904,BK,Black,40,40,0,WORKWEAR,572,572,,5055682033193,,
904BK42L,"UC904L - Black - 42"" - Cargo Trouser - Long with Knee Pads",UC904,BK,Black,42,42,0,WORKWEAR,411,411,,5055682032943,,
904BK42R,"UC904R - Black - 42"" - Cargo Regular with Knee Pads",UC904,BK,Black,42,42,0,WORKWEAR,151,151,,5055682033209,,
904BK44L,"UC904L - Black - 44"" - Cargo Trouser - Long with Knee Pads",UC904,BK,Black,44,44,0,WORKWEAR,777,777,,5055682032950,,
904BK44R,"UC904R - Black - 44"" - Cargo Regular with Knee Pads",UC904,BK,Black,44,44,0,WORKWEAR,251,251,,5055682033216,,
904BK46L,"UC904L - Black - 46"" - Cargo Trouser - Long with Knee Pads",UC904,BK,Black,46,46,0,WORKWEAR,921,921,,5055682032967,,
904BK46R,"UC904R - Black - 46"" - Cargo Regular with Knee Pads",UC904,BK,Black,46,46,0,WORKWEAR,160,160,,5055682033223,,
904BK48L,"UC904L - Black - 48"" - Cargo Trouser - Long with Knee Pads",UC904,BK,Black,48,48,0,WORKWEAR,599,599,,5055682032974,,
904BK48R,"UC904R - Black - 48"" - Cargo Regular with Knee Pads",UC904,BK,Black,48,48,0,WORKWEAR,258,258,,5055682033230,,
904BK50L,"UC904L - Black - 50"" - Cargo Trouser - Long with Knee Pads",UC904,BK,Black,50,50,0,WORKWEAR,637,637,,5055682032981,,
904BK50R,"UC904R - Black - 50"" - Cargo Regular with Knee Pads",UC904,BK,Black,50,50,0,WORKWEAR,455,455,,5055682033247,,
904BK52L,"UC904L - Black - 52"" - Cargo Trouser - Long with Knee Pads",UC904,BK,Black,52,52,0,WORKWEAR,561,561,,5055682032998,,
904BK52R,"UC904R - Black - 52"" - Cargo Regular with Knee Pads",UC904,BK,Black,52,52,0,WORKWEAR,378,378,,5055682033254,,
904NY28L,"UC904L - Navy - 28"" - Cargo Trouser - Long with Knee Pads",UC904,NY,Navy,28,28,0,WORKWEAR,1000,1000,,5055682033001,,
904NY28R,"UC904R - Navy - 28"" - Cargo Regular with Knee Pads",UC904,NY,Navy,28,28,0,WORKWEAR,117,117,,5055682033261,,
904NY30L,"UC904L - Navy - 30"" - Cargo Trouser - Long with Knee Pads",UC904,NY,Navy,30,30,0,WORKWEAR,174,174,,5055682033018,,
904NY30R,"UC904R - Navy - 30"" - Cargo Regular with Knee Pads",UC904,NY,Navy,30,30,0,WORKWEAR,470,470,,5055682033278,,
904NY32L,"UC904L - Navy - 32"" - Cargo Trouser - Long with Knee Pads",UC904,NY,Navy,32,32,0,WORKWEAR,280,280,,5055682033025,0,50
904NY32R,"UC904R - Navy - 32"" - Cargo Regular with Knee Pads",UC904,NY,Navy,32,32,0,WORKWEAR,1000,1000,,5055682033285,,
904NY34L,"UC904L - Navy - 34"" - Cargo Trouser - Long with Knee Pads",UC904,NY,Navy,34,34,0,WORKWEAR,484,484,,5055682033032,0,70
904NY34R,"UC904R - Navy - 34"" - Cargo Regular with Knee Pads",UC904,NY,Navy,34,34,0,WORKWEAR,1000,1000,,5055682033292,,
904NY36L,"UC904L - Navy - 36"" - Cargo Trouser - Long with Knee Pads",UC904,NY,Navy,36,36,0,WORKWEAR,1000,1000,,5055682033049,,
904NY36R,"UC904R - Navy - 36"" - Cargo Regular with Knee Pads",UC904,NY,Navy,36,36,0,WORKWEAR,1000,1000,,5055682033308,,
904NY38L,"UC904L - Navy - 38"" - Cargo Trouser - Long with Knee Pads",UC904,NY,Navy,38,38,0,WORKWEAR,312,312,,5055682033056,,
904NY38R,"UC904R - Navy - 38"" - Cargo Regular with Knee Pads",UC904,NY,Navy,38,38,0,WORKWEAR,1000,1000,,5055682033315,,
904NY40L,"UC904L - Navy - 40"" - Cargo Trouser - Long with Knee Pads",UC904,NY,Navy,40,40,0,WORKWEAR,366,366,,5055682033063,,
904NY40R,"UC904R - Navy - 40"" - Cargo Regular with Knee Pads",UC904,NY,Navy,40,40,0,WORKWEAR,420,420,,5055682033322,,
904NY42L,"UC904L - Navy - 42"" - Cargo Trouser - Long with Knee Pads",UC904,NY,Navy,42,42,0,WORKWEAR,243,243,,5055682033070,,
904NY42R,"UC904R - Navy - 42"" - Cargo Regular with Knee Pads",UC904,NY,Navy,42,42,0,WORKWEAR,361,361,,5055682033339,,
904NY44L,"UC904L - Navy - 44"" - Cargo Trouser - Long with Knee Pads",UC904,NY,Navy,44,44,0,WORKWEAR,888,888,,5055682033087,,
904NY44R,"UC904R - Navy - 44"" - Cargo Regular with Knee Pads",UC904,NY,Navy,44,44,0,WORKWEAR,49,49,,5055682033346,,
904NY46L,"UC904L - Navy - 46"" - Cargo Trouser - Long with Knee Pads",UC904,NY,Navy,46,46,0,WORKWEAR,623,623,,5055682033094,,
904NY46R,"UC904R - Navy - 46"" - Cargo Regular with Knee Pads",UC904,NY,Navy,46,46,0,WORKWEAR,286,286,,5055682033353,,
904NY48L,"UC904L - Navy - 48"" - Cargo Trouser - Long with Knee Pads",UC904,NY,Navy,48,48,0,WORKWEAR,625,625,,5055682033100,,
904NY48R,"UC904R - Navy - 48"" - Cargo Regular with Knee Pads",UC904,NY,Navy,48,48,0,WORKWEAR,358,358,,5055682033360,,
904NY50L,"UC904L - Navy - 50"" - Cargo Trouser - Long with Knee Pads",UC904,NY,Navy,50,50,0,WORKWEAR,1000,1000,,5055682033117,,
904NY50R,"UC904R - Navy - 50"" - Cargo Regular with Knee Pads",UC904,NY,Navy,50,50,0,WORKWEAR,549,549,,5055682033377,,
904NY52L,"UC904L - Navy - 52"" - Cargo Trouser - Long with Knee Pads",UC904,NY,Navy,52,52,0,WORKWEAR,865,865,,5055682033124,,
904NY52R,"UC904R - Navy - 52"" - Cargo Regular with Knee Pads",UC904,NY,Navy,52,52,0,WORKWEAR,499,499,,5055682033384,,
905BK10,"UC905 - Black - 10"" - Ladies Cargo Trousers""",UC905,BK,Black,10,Ladies Size 10,0,WORKWEAR,1000,1000,,5055682033391,,
905BK12,"UC905 - Black - 12"" - Ladies Cargo Trousers""",UC905,BK,Black,12,Ladies Size 12,0,WORKWEAR,1000,1000,,5055682033407,,
905BK14,"UC905 - Black - 14"" - Ladies Cargo Trousers""",UC905,BK,Black,14,Ladies Size 14,0,WORKWEAR,1000,1000,,5055682033414,,
905BK16,"UC905 - Black - 16"" - Ladies Cargo Trousers""",UC905,BK,Black,16,Ladies Size 16,0,WORKWEAR,1000,1000,,5055682033421,,
905BK18,"UC905 - Black - 18"" - Ladies Cargo Trousers""",UC905,BK,Black,18,Ladies Size 18,0,WORKWEAR,1000,1000,,5055682033438,,
905BK20,"UC905 - Black - 20"" - Ladies Cargo Trousers""",UC905,BK,Black,20,Ladies Size 20,0,WORKWEAR,597,597,,5055682033445,,
905BK8,UC905 - Black - 8 - Ladies Cargo Trousers,UC905,BK,Black,8,Ladies Size 8,0,WORKWEAR,1000,1000,,5055682039997,,
905NY10,"UC905 - Navy - 10"" - Ladies Cargo Trousers""",UC905,NY,Navy,10,Ladies Size 10,0,WORKWEAR,443,443,,5055682033452,,
905NY12,"UC905 - Navy - 12"" - Ladies Cargo Trousers""",UC905,NY,Navy,12,Ladies Size 12,0,WORKWEAR,1000,1000,,5055682033469,,
905NY14,"UC905 - Navy - 14"" - Ladies Cargo Trousers""",UC905,NY,Navy,14,Ladies Size 14,0,WORKWEAR,0,0,08/01/2022,5055682033476,0,490
905NY16,"UC905 - Navy - 16"" - Ladies Cargo Trousers""",UC905,NY,Navy,16,Ladies Size 16,0,WORKWEAR,535,535,,5055682033483,,
905NY18,"UC905 - Navy - 18"" - Ladies Cargo Trousers""",UC905,NY,Navy,18,Ladies Size 18,0,WORKWEAR,171,171,,5055682033490,0,170
905NY20,"UC905 - Navy - 20"" - Ladies Cargo Trousers""",UC905,NY,Navy,20,Ladies Size 20,0,WORKWEAR,251,251,,5055682033506,0,100
905NY8,UC905 - Navy - 8 - Ladies Cargo Trousers,UC905,NY,Navy,8,Ladies Size 8,0,WORKWEAR,353,353,,5055682040009,,
906BG28L,UC906L - Bottle Green - 28 - Super Pro Trouserrousers-Long,UC906,BG,Bottle Green,28,28,0,WORKWEAR,492,492,,5055682044854,0,60
906BG28R,UC906R - Bottle Green - 28 - Super Pro Trouserrousers-Reg,UC906,BG,Bottle Green,28,28,0,WORKWEAR,547,547,,5055682044861,0,40
906BG30L,UC906L - Bottle Green - 30 - Super Pro Trouserrousers-Long,UC906,BG,Bottle Green,30,30,0,WORKWEAR,473,473,,5055682044878,0,60
906BG30R,UC906R - Bottle Green - 30 - Super Pro Trouserrousers-Reg,UC906,BG,Bottle Green,30,30,0,WORKWEAR,375,375,,5055682044885,0,40
906BG32L,UC906L - Bottle Green - 32 - Super Pro Trouserrousers-Long,UC906,BG,Bottle Green,32,32,0,WORKWEAR,653,653,,5055682044892,,
906BG32R,UC906R - Bottle Green - 32 - Super Pro Trouserrousers-Reg,UC906,BG,Bottle Green,32,32,0,WORKWEAR,837,837,,5055682044908,0,20
906BG34L,UC906L - Bottle Green - 34 - Super Pro Trouserrousers-Long,UC906,BG,Bottle Green,34,34,0,WORKWEAR,1000,1000,,5055682044915,,
906BG34R,UC906R - Bottle Green - 34 - Super Pro Trouserrousers-Reg,UC906,BG,Bottle Green,34,34,0,WORKWEAR,1000,1000,,5055682044922,0,100
906BG36L,UC906L - Bottle Green - 36 - Super Pro Trouserrousers-Long,UC906,BG,Bottle Green,36,36,0,WORKWEAR,1000,1000,,5055682044939,,
906BG36R,UC906R - Bottle Green - 36 - Super Pro Trouserrousers-Reg,UC906,BG,Bottle Green,36,36,0,WORKWEAR,1000,1000,,5055682044946,0,160
906BG38L,UC906L - Bottle Green - 38 - Super Pro Trouserrousers-Long,UC906,BG,Bottle Green,38,38,0,WORKWEAR,1000,1000,,5055682044953,,
906BG38R,UC906R - Bottle Green - 38 - Super Pro Trouserrousers-Reg,UC906,BG,Bottle Green,38,38,0,WORKWEAR,1000,1000,,5055682044960,,
906BG40L,UC906L - Bottle Green - 40 - Super Pro Trouserrousers-Long,UC906,BG,Bottle Green,40,40,0,WORKWEAR,1000,1000,,5055682044977,0,100
906BG40R,UC906R - Bottle Green - 40 - Super Pro Trouserrousers-Reg,UC906,BG,Bottle Green,40,40,0,WORKWEAR,1000,1000,,5055682044984,0,80
906BG42L,UC906L - Bottle Green - 42 - Super Pro Trouserrousers-Long,UC906,BG,Bottle Green,42,42,0,WORKWEAR,473,473,,5055682044991,0,80
906BG42R,UC906R - Bottle Green - 42 - Super Pro Trouserrousers-Reg,UC906,BG,Bottle Green,42,42,0,WORKWEAR,425,425,,5055682045004,0,40
906BG44L,UC906L - Bottle Green - 44 - Super Pro Trouserrousers-Long,UC906,BG,Bottle Green,44,44,0,WORKWEAR,318,318,,5055682045011,0,40
906BG44R,UC906R - Bottle Green - 44 - Super Pro Trouserrousers-Reg,UC906,BG,Bottle Green,44,44,0,WORKWEAR,306,306,,5055682045028,0,60
906BG46L,UC906L - Bottle Green - 46 - Super Pro Trouserrousers-Long,UC906,BG,Bottle Green,46,46,0,WORKWEAR,395,395,,5055682045035,,
906BG46R,UC906R - Bottle Green - 46 - Super Pro Trouserrousers-Reg,UC906,BG,Bottle Green,46,46,0,WORKWEAR,295,295,,5055682045042,0,60
906BG48L,UC906L - Bottle Green - 48 - Super Pro Trouserrousers-Long,UC906,BG,Bottle Green,48,48,0,WORKWEAR,341,341,,5055682045059,0,20
906BG48R,UC906R - Bottle Green - 48 - Super Pro Trouserrousers-Reg,UC906,BG,Bottle Green,48,48,0,WORKWEAR,290,290,,5055682045066,0,40
906BG50L,UC906L - Bottle Green - 50 - Super Pro Trouserrousers-Long,UC906,BG,Bottle Green,50,50,0,WORKWEAR,335,335,,5055682045073,,
906BG50R,UC906R - Bottle Green - 50 - Super Pro Trouserrousers-Reg,UC906,BG,Bottle Green,50,50,0,WORKWEAR,251,251,,5055682045080,,
906BG52L,UC906L - Bottle Green - 52 - Super Pro Trouserrousers-Long,UC906,BG,Bottle Green,52,52,0,WORKWEAR,445,445,,5055682045097,,
906BG52R,UC906R - Bottle Green - 52 - Super Pro Trouserrousers-Reg,UC906,BG,Bottle Green,52,52,0,WORKWEAR,265,265,,5055682045103,,
906BK28L,"UC906L - Black - 28"" - Super Pro Trouser",UC906,BK,Black,28,28,0,WORKWEAR,251,251,,5055682045110,,
906BK28R,"UC906R -Black-28""-Super Pro Trouser",UC906,BK,Black,28,28,0,WORKWEAR,114,114,,5055682045127,,
906BK28S,UC906S - Black - 28 - Super Pro Trouser-Short,UC906,BK,Black,28,28,0,WORKWEAR,131,131,,5055682058462,,
906BK30L,"UC906L - Black - 30"" - Super Pro Trouser",UC906,BK,Black,30,30,0,WORKWEAR,182,182,,5055682045134,,
906BK30R,"UC906R -Black-30""-Super Pro Trouser",UC906,BK,Black,30,30,0,WORKWEAR,0,0,17/02/2022,5055682045141,,
906BK30S,UC906S - Black - 30 - Super Pro Trouser-Short,UC906,BK,Black,30,30,0,WORKWEAR,38,38,,5055682058479,0,40
906BK32L,"UC906L - Black - 32"" - Super Pro Trouser",UC906,BK,Black,32,32,0,WORKWEAR,0,0,13/01/2022,5055682045158,0,370
906BK32R,"UC906R -Black-32""-Super Pro Trouser",UC906,BK,Black,32,32,0,WORKWEAR,199,199,,5055682045165,,
906BK32S,UC906S - Black - 32 - Super Pro Trouser-Short,UC906,BK,Black,32,32,0,WORKWEAR,169,169,,5055682058486,0,140
906BK34L,"UC906L - Black - 34"" - Super Pro Trouser",UC906,BK,Black,34,34,0,WORKWEAR,0,0,13/01/2022,5055682045172,0,340
906BK34R,"UC906R -Black-34""-Super Pro Trouser",UC906,BK,Black,34,34,0,WORKWEAR,238,238,,5055682045189,0,620
906BK34S,UC906S - Black - 34 - Super Pro Trouser-Short,UC906,BK,Black,34,34,0,WORKWEAR,240,240,,5055682058493,,
906BK36L,"UC906L - Black - 36"" - Super Pro Trouser",UC906,BK,Black,36,36,0,WORKWEAR,0,0,13/01/2022,5055682045196,0,400
906BK36R,"UC906R -Black-36""-Super Pro Trouser",UC906,BK,Black,36,36,0,WORKWEAR,0,0,13/01/2022,5055682045202,0,1490
906BK36S,UC906S - Black - 36 - Super Pro Trouser-Short,UC906,BK,Black,36,36,0,WORKWEAR,254,254,,5055682058509,,
906BK38L,"UC906L - Black - 38"" - Super Pro Trouser",UC906,BK,Black,38,38,0,WORKWEAR,56,56,,5055682045219,0,200
906BK38R,"UC906R -Black-38""-Super Pro Trouser",UC906,BK,Black,38,38,0,WORKWEAR,493,493,,5055682045226,,
906BK38S,UC906S - Black - 38 - Super Pro Trouser-Short,UC906,BK,Black,38,38,0,WORKWEAR,157,157,,5055682058516,,
906BK40L,"UC906L - Black - 40"" - Super Pro Trouser",UC906,BK,Black,40,40,0,WORKWEAR,101,101,,5055682045233,0,20
906BK40R,"UC906R -Black-40""-Super Pro Trouser",UC906,BK,Black,40,40,0,WORKWEAR,125,125,,5055682045240,0,60
906BK40S,UC906S - Black - 40 - Super Pro Trouser-Short,UC906,BK,Black,40,40,0,WORKWEAR,106,106,,5055682058523,0,80
906BK42L,"UC906L - Black - 42"" - Super Pro Trouser",UC906,BK,Black,42,42,0,WORKWEAR,65,65,,5055682045257,,
906BK42R,"UC906R -Black-42""-Super Pro Trouser",UC906,BK,Black,42,42,0,WORKWEAR,143,143,,5055682045264,0,120
906BK42S,UC906S - Black - 42 - Super Pro Trouser-Short,UC906,BK,Black,42,42,0,WORKWEAR,350,350,,5055682058530,,
906BK44L,"UC906L - Black - 44"" - Super Pro Trouser",UC906,BK,Black,44,44,0,WORKWEAR,197,197,,5055682045271,,
906BK44R,"UC906R -Black-44""-Super Pro Trouser",UC906,BK,Black,44,44,0,WORKWEAR,272,272,,5055682045288,,
906BK44S,UC906S - Black - 44 - Super Pro Trouser-Short,UC906,BK,Black,44,44,0,WORKWEAR,346,346,,5055682058547,,
906BK46L,"UC906L - Black - 46"" - Super Pro Trouser",UC906,BK,Black,46,46,0,WORKWEAR,354,354,,5055682045295,,
906BK46R,"UC906R -Black-46""-Super Pro Trouser",UC906,BK,Black,46,46,0,WORKWEAR,530,530,,5055682045301,,
906BK46S,UC906S - Black - 46 - Super Pro Trouser-Short,UC906,BK,Black,46,46,0,WORKWEAR,544,544,,5055682058554,,
906BK48L,"UC906L - Black - 48""-Super Pro Trouser",UC906,BK,Black,48,48,0,WORKWEAR,472,472,,5055682045318,,
906BK48R,"UC906R -Black-48""-Super Pro Trouser",UC906,BK,Black,48,48,0,WORKWEAR,60,60,,5055682045325,,
906BK48S,UC906S - Black - 48 - Super Pro Trouser-Short,UC906,BK,Black,48,48,0,WORKWEAR,461,461,,5055682058561,,
906BK50L,"UC906L - Black - 50"" - Super Pro Trouser ",UC906,BK,Black,50,50,0,WORKWEAR,437,437,,5055682045332,,
906BK50R,"UC906R -Black-50""-Super Pro Trouser",UC906,BK,Black,50,50,0,WORKWEAR,210,210,,5055682045349,,
906BK50S,UC906S - Black - 50 - Super Pro Trouser-Short,UC906,BK,Black,50,50,0,WORKWEAR,468,468,,5055682058578,,
906BK52L,"UC906L - Black - 52"" - Super Pro Trouser",UC906,BK,Black,52,52,0,WORKWEAR,472,472,,5055682045356,,
906BK52R,"UC906R -Black-52""-Super Pro Trouser",UC906,BK,Black,52,52,0,WORKWEAR,217,217,,5055682045363,,
906BK52S,UC906S - Black - 52 - Super Pro Trouser-Short,UC906,BK,Black,52,52,0,WORKWEAR,500,500,,5055682058585,,
906GY28L,UC906L - Grey - 28 - Super Pro TrouserLong,UC906,GY,Grey,28,28,0,WORKWEAR,443,443,,5055682045370,,
906GY28R,UC906R - Grey - 28 - Super Pro TrouserReg,UC906,GY,Grey,28,28,0,WORKWEAR,334,334,,5055682045387,,
906GY30L,UC906L - Grey - 30 -Super Pro TrouserLong,UC906,GY,Grey,30,30,0,WORKWEAR,529,529,,5055682045394,,
906GY30R,UC906R - Grey - 30 - Super Pro TrouserReg,UC906,GY,Grey,30,30,0,WORKWEAR,412,412,,5055682045400,,
906GY32L,UC906L - Grey - 32 - Super Pro TrouserLong,UC906,GY,Grey,32,32,0,WORKWEAR,484,484,,5055682045417,,
906GY32R,UC906R - Grey - 32 - Super Pro TrouserReg,UC906,GY,Grey,32,32,0,WORKWEAR,698,698,,5055682045424,0,260
906GY34L,UC906L - Grey - 34 - Super Pro TrouserLong,UC906,GY,Grey,34,34,0,WORKWEAR,717,717,,5055682045431,,
906GY34R,UC906R - Grey - 34 - Super Pro TrouserReg,UC906,GY,Grey,34,34,0,WORKWEAR,492,492,,5055682045448,0,320
906GY36L,UC906L - Grey - 36 - Super Pro TrouserLong,UC906,GY,Grey,36,36,0,WORKWEAR,356,356,,5055682045455,0,560
906GY36R,UC906R - Grey - 36 -Super Pro TrouserReg,UC906,GY,Grey,36,36,0,WORKWEAR,251,251,,5055682045462,0,380
906GY38L,UC906L - Grey - 38 - Super Pro TrouserLong,UC906,GY,Grey,38,38,0,WORKWEAR,213,213,,5055682045479,0,200
906GY38R,UC906R - Grey - 38 - Super Pro TrouserReg,UC906,GY,Grey,38,38,0,WORKWEAR,290,290,,5055682045486,0,240
906GY40L,UC906L - Grey - 40 - Super Pro TrouserLong,UC906,GY,Grey,40,40,0,WORKWEAR,219,219,,5055682045493,,
906GY40R,UC906R - Grey - 40 - Super Pro TrouserReg,UC906,GY,Grey,40,40,0,WORKWEAR,240,240,,5055682045509,,
906GY42L,UC906L - Grey - 42 - Super Pro TrouserLong,UC906,GY,Grey,42,42,0,WORKWEAR,391,391,,5055682045516,,
906GY42R,UC906R - Grey - 42 - Super Pro TrouserReg,UC906,GY,Grey,42,42,0,WORKWEAR,345,345,,5055682045523,,
906GY44L,UC906L - Grey - 44 - Super Pro TrouserLong,UC906,GY,Grey,44,44,0,WORKWEAR,549,549,,5055682045530,,
906GY44R,UC906R - Grey - 44 - Super Pro TrouserReg,UC906,GY,Grey,44,44,0,WORKWEAR,326,326,,5055682045547,,
906GY46L,UC906L - Grey - 46 - Super Pro TrouserLong,UC906,GY,Grey,46,46,0,WORKWEAR,537,537,,5055682045554,,
906GY46R,UC906R - Grey - 46 - Super Pro TrouserReg,UC906,GY,Grey,46,46,0,WORKWEAR,527,527,,5055682045561,,
906GY48L,UC906L - Grey - 48 - Super Pro TrouserLong,UC906,GY,Grey,48,48,0,WORKWEAR,352,352,,5055682045578,,
906GY48R,UC906R - Grey - 48 - Super Pro TrouserReg,UC906,GY,Grey,48,48,0,WORKWEAR,546,546,,5055682045585,,
906GY50L,UC906L - Grey - 50 - Super Pro TrouserLong,UC906,GY,Grey,50,50,0,WORKWEAR,278,278,,5055682045592,,
906GY50R,UC906R - Grey - 50 - Super Pro TrouserReg,UC906,GY,Grey,50,50,0,WORKWEAR,333,333,,5055682045608,,
906GY52L,UC906L - Grey - 52 - Super Pro TrouserLong,UC906,GY,Grey,52,52,0,WORKWEAR,667,667,,5055682045615,,
906GY52R,UC906R - Grey - 52 - Super Pro TrouserReg,UC906,GY,Grey,52,52,0,WORKWEAR,272,272,,5055682045622,,
906NY28L,UC906L - Navy - 28 - Super Pro TrouserLong,UC906,NY,Navy,28,28,0,WORKWEAR,247,247,,5055682045639,,
906NY28R,UC906R - Navy - 28 - Super Pro TrouserReg,UC906,NY,Navy,28,28,0,WORKWEAR,34,34,,5055682045646,,
906NY28S,UC906S - Navy - 28 - Super Pro Trouser-Short,UC906,NY,Navy,28,28,0,WORKWEAR,236,236,,5055682058592,,
906NY30L,UC906L - Navy - 30 - Super Pro TrouserLong,UC906,NY,Navy,30,30,0,WORKWEAR,405,405,,5055682045653,,
906NY30R,UC906R - Navy - 30 - Super Pro TrouserReg,UC906,NY,Navy,30,30,0,WORKWEAR,127,127,,5055682045660,,
906NY30S,UC906S - Navy - 30 - Super Pro Trouser-Short,UC906,NY,Navy,30,30,0,WORKWEAR,207,207,,5055682058608,0,140
906NY32L,UC906L - Navy - 32 - Super Pro TrouserLong,UC906,NY,Navy,32,32,0,WORKWEAR,351,351,,5055682045677,,
906NY32R,UC906R - Navy - 32 - Super Pro TrouserReg,UC906,NY,Navy,32,32,0,WORKWEAR,814,814,,5055682045684,,
906NY32S,UC906S - Navy - 32 - Super Pro Trouser-Short,UC906,NY,Navy,32,32,0,WORKWEAR,241,241,,5055682058615,,
906NY34L,UC906L - Navy - 34 - Super Pro TrouserLong,UC906,NY,Navy,34,34,0,WORKWEAR,344,344,,5055682045691,0,160
906NY34R,UC906R - Navy - 34 - Super Pro TrouserReg,UC906,NY,Navy,34,34,0,WORKWEAR,767,767,,5055682045707,,
906NY34S,UC906S - Navy - 34 - Super Pro Trouser-Short,UC906,NY,Navy,34,34,0,WORKWEAR,307,307,,5055682058622,0,80
906NY36L,UC906L - Navy - 36 - Super Pro TrouserLong,UC906,NY,Navy,36,36,0,WORKWEAR,297,297,,5055682045714,0,140
906NY36R,UC906R - Navy - 36 - Super Pro TrouserReg,UC906,NY,Navy,36,36,0,WORKWEAR,631,631,,5055682045721,0,140
906NY36S,UC906S - Navy - 36 - Super Pro Trouser-Short,UC906,NY,Navy,36,36,0,WORKWEAR,283,283,,5055682058639,0,40
906NY38L,UC906L - Navy - 38 - Super Pro TrouserLong,UC906,NY,Navy,38,38,0,WORKWEAR,256,256,,5055682045738,0,40
906NY38R,UC906R - Navy - 38 - Super Pro TrouserReg,UC906,NY,Navy,38,38,0,WORKWEAR,567,567,,5055682045745,,
906NY38S,UC906S - Navy - 38 - Super Pro Trouser-Short,UC906,NY,Navy,38,38,0,WORKWEAR,163,163,,5055682058646,0,40
906NY40L,UC906L - Navy - 40 - Super Pro TrouserLong,UC906,NY,Navy,40,40,0,WORKWEAR,180,180,,5055682045752,,
906NY40R,UC906R - Navy - 40 - Super Pro TrouserReg,UC906,NY,Navy,40,40,0,WORKWEAR,430,430,,5055682045769,,
906NY40S,UC906S - Navy - 40 - Super Pro Trouser-Short,UC906,NY,Navy,40,40,0,WORKWEAR,250,250,,5055682058653,,
906NY42L,UC906L - Navy - 42 - Super Pro TrouserLong,UC906,NY,Navy,42,42,0,WORKWEAR,117,117,,5055682045776,,
906NY42R,UC906R - Navy - 42 - Super Pro TrouserReg,UC906,NY,Navy,42,42,0,WORKWEAR,202,202,,5055682045783,,
906NY42S,UC906S - Navy - 42 - Super Pro Trouser-Short,UC906,NY,Navy,42,42,0,WORKWEAR,406,406,,5055682058660,,
906NY44L,UC906L - Navy - 44 - Super Pro TrouserLong,UC906,NY,Navy,44,44,0,WORKWEAR,308,308,,5055682045790,,
906NY44R,UC906R - Navy - 44 - Super Pro TrouserReg,UC906,NY,Navy,44,44,0,WORKWEAR,221,221,,5055682045806,,
906NY44S,UC906S - Navy - 44 - Super Pro Trouser-Short,UC906,NY,Navy,44,44,0,WORKWEAR,369,369,,5055682058677,,
906NY46L,UC906L - Navy - 46 - Super Pro TrouserLong,UC906,NY,Navy,46,46,0,WORKWEAR,379,379,,5055682045813,,
